,TF,target,importance
156,Ttf1,Morn3,0.032456039821453474
213,Zfx,Zkscan14,0.032441751039913924
70,Klf4,Cep162,0.03237342866397558
175,Zfp318,Cd3eap,0.032352991156599245
162,Zbtb4,Bricd5,0.03229396053647813
53,Gsx1,Glul,0.03229216291092764
27,Ddit3,Pkd1l3,0.03227823926729506
89,Myt1l,Gm26910,0.032276909118262934
78,Mbd4,Ezh2,0.03226940177434395
96,Npas3,Cnpy4,0.032260063637474315
149,Tef,Gm38266,0.032219721955159056
175,Zfp318,Lat2,0.03220974363843274
146,Tcf7,Actb,0.0322024221050098
127,Setdb2,Rspry1,0.032193661474002946
180,Zfp449,Zmym6,0.032174080946034675
21,Csrnp3,Irx1,0.03209534080668804
16,Cdc5l,Ceacam1,0.03206556273921275
150,Thrb,Abtb2,0.03205628523670792
13,Bcl6,Nlrc4,0.0320124054076352
89,Myt1l,Heca,0.03201104385000511
67,Jun,Pcdhb13,0.03198948569385116
86,Mycl,Slc1a3,0.031950138357766805
149,Tef,Gm7434,0.031923643940452384
94,Nkx2-2,Fbxw23,0.03192333034937054
86,Mycl,Fbxw23,0.031883708222867624
9,Atf3,Vgf,0.03186221896156412
68,Junb,Gm8709,0.031848454413517836
21,Csrnp3,Gxylt1,0.03184790925219627
162,Zbtb4,Cenpq,0.031846226037072066
33,Egr1,Ankrd6,0.031843991172985385
126,Setdb1,Vcl,0.03180885120053917
78,Mbd4,Nfkbia,0.0317561865825094
183,Zfp551,Atp10b,0.031735112460814334
28,Dlx1,Adgrb3,0.03173492633240663
26,Dbp,Anxa9,0.031723999131121595
9,Atf3,Atp10b,0.03170671382806108
77,Mafb,Sema6a,0.031701891062038266
78,Mbd4,Trh,0.03169962739588386
85,Mybl1,Rgs2,0.031684380235093984
127,Setdb2,Ccdc66,0.031664280808411424
13,Bcl6,Fam46a,0.03163287219282468
110,Pou3f2,Bcl6,0.031625634541741415
98,Nr1d1,Cdkn1a,0.03162367321511985
94,Nkx2-2,Herc3,0.03161651703860111
215,Zkscan14,Zc3h6,0.03158146107994737
68,Junb,Adcy1,0.03158047253816426
157,Tub,Gm26660,0.031568735735272815
26,Dbp,Fam81a,0.03155920023554269
158,Tulp3,Srgap3,0.03155424994971388
27,Ddit3,Cdh18,0.03155029812409789
26,Dbp,Atg14,0.03152251729582267
99,Nr1d2,Plxna2,0.031474189635657235
9,Atf3,Psmb10,0.0314714577015603
16,Cdc5l,Rnf19b,0.03145578350096626
44,Fosb,Sgms1,0.03145503639831017
77,Mafb,Btg2,0.03144225421826029
68,Junb,Mlip,0.03143982685495079
180,Zfp449,Cobl,0.03140839571269513
89,Myt1l,Myct1,0.031403774053053314
160,Zbtb16,Taf2,0.031390033538278565
62,Ikzf2,RP23-459B8.2,0.03138913911278962
9,Atf3,Fut9,0.03138645490078494
98,Nr1d2,Bcl6,0.03138039530000964
13,Bcl6,Prkdc,0.031357995818153114
158,Tulp3,Net1,0.03135006740227078
109,Pknox2,Hsph1,0.03134284305359879
20,Creb1,Gm37895,0.031300300688540485
66,Irx1,Hspa5,0.0312826092347043
13,Bcl6,Hexdc,0.031271583434765736
215,Zkscan14,Gxylt1,0.031268493027284766
215,Zkscan14,Gm12530,0.031241786603432138
126,Setdb1,Teddm2,0.03123135526503813
213,Zfx,Psmb10,0.031144145209172785
72,Klf9,Cbln4,0.03114300128364013
62,Ikzf2,Gm6373,0.031127456405596676
136,Sox6,Tacc3,0.03109483498422668
149,Tef,1700096K18Rik,0.031080948576567024
27,Ddit3,Tnfrsf4,0.031054104496859525
67,Jun,Gm37645,0.031043538015345002
44,Fosb,Idua,0.03102563668308301
94,Nkx2-2,Slc2a5,0.031001007286967336
85,Mybl1,Pmp22,0.030988439914147806
26,Dbp,Map3k5,0.030976537407449718
70,Klf4,Capn9,0.030964918847341896
156,Ttf1,Cenpq,0.030930277955716755
86,Mycl,Ube2d-ps,0.030929840905685763
71,Klf6,Col11a1,0.030912212799897545
86,Mycl,Nrap,0.030847295637361872
86,Mycl,Sclt1,0.030810880300128442
21,Csrnp3,Akap7,0.030801233516085033
53,Gsx1,RP24-163K4.3,0.03080044869839561
27,Ddit3,Slco1c1,0.030770494951710328
53,Gsx1,Gm44750,0.030757510184524973
44,Fosb,Gm17251,0.03074428995040029
158,Tulp3,Gm18432,0.030741247274809546
197,Zfp867,Sh3bp4,0.0307109076310553
104,Nr4a1,Smc2,0.030681123619161255
70,Klf4,Nmi,0.0306539195641558
126,Setdb1,Syt3,0.03063912857798636
62,Ikzf2,B230206L02Rik,0.030620114537271925
20,Creb1,Socs1,0.030604501892019825
174,Zfp318,Dlx1,0.030594902174712543
78,Mbd4,Akap7,0.030594750140631358
111,Pou3f2,Ankrd6,0.03058178999165668
78,Mbd4,Ier2,0.030577688311692882
19,Creb1,Bcl6,0.030574338367472965
157,Tub,Ly6g6f,0.03057178635771255
70,Klf4,Gm26672,0.03054291909332787
154,Tsc22d1,Otud7a,0.03050892793930614
94,Nkx2-2,Plxna2,0.03049658963016022
203,Zfp930,Galnt7,0.03046394380070608
71,Klf6,A930004D18Rik,0.03045470091472652
53,Gsx1,Phyhipl,0.03045371998841345
27,Ddit3,Avil,0.030407489358508795
27,Ddit3,Nat14,0.03038992915042492
160,Zbtb16,Wdr74,0.03033224138933636
213,Zfx,Fbn2,0.030324557725475126
149,Thrb,Bcl6,0.030317254776080403
214,Zkscan14,Atf3,0.030311420197231098
94,Nkx2-2,Rapgef3os2,0.030296521751558825
26,Dbp,Gm10636,0.030271837357184684
43,Fos,Vstm4,0.030235563484873995
183,Zfp551,Xaf1,0.03022777276459521
127,Setdb2,Rgs16,0.030211201790717585
98,Nr1d1,Fdx1,0.030196425692276273
149,Tef,Gm20492,0.030156301363526764
44,Fosb,Vstm4,0.030151883412374125
21,Csrnp3,Gm8925,0.03015127391284319
99,Nr1d2,Tdo2,0.03014897691969855
171,Zfp292,Mybl1,0.030091383412566442
50,Gm14418,Acsl3,0.03004339875367951
157,Tub,Mllt3,0.030030056418678338
77,Mafb,Vav2,0.029996181698889506
203,Zfp930,Gm38039,0.029984477112981755
27,Ddit3,Gm36935,0.029974222657594165
86,Mycl,Flnc,0.029963664402845088
44,Fosb,Gm15706,0.02995113730462782
44,Fosb,Bricd5,0.02993247194307456
85,Mybl1,Zfp36,0.029919958492763563
53,Gsx1,Golgb1,0.02990977575087667
66,Irx1,Abca1,0.029890989063673455
203,Zfp930,Arhgap12,0.029886023634156517
68,Junb,Ceacam1,0.029868315033256584
70,Klf4,Asic1,0.02983692588847656
27,Ddit3,Filip1,0.0298310127832774
62,Ikzf2,Gbp11,0.029788720232108334
110,Pou3f2,Ikzf2,0.02978651378084436
43,Fos,Pcdhb15,0.02978116447842356
20,Creb1,Srgap3,0.029753403579891653
72,Klf9,Ifitm2,0.029741503201595406
71,Klf6,Tnfaip1,0.029724318474556453
157,Tub,Smc2,0.029720882452984005
126,Setdb2,Fos,0.02971265874138818
28,Dlx1,Slc25a20,0.029684595750909124
172,Zfp292,Slx4ip,0.029676553050123993
94,Nkx2-2,Zfp867,0.029662634135104643
213,Zfx,Aldoc,0.02958926051614713
149,Thrb,Jun,0.029582532630603516
109,Pknox2,Tnfaip6,0.02957170023007972
197,Zfp867,Vgf,0.029541927474357903
26,Dbp,Gm37969,0.029541184336097155
127,Setdb2,Etnppl,0.029527429206367493
53,Gsx1,Gm26660,0.029522014112808075
68,Junb,Nptx1,0.029506141219140393
160,Zbtb16,A230083N12Rik,0.029485012559307563
27,Ddit3,Gper1,0.029477351283286435
157,Tub,Cry2,0.02945676704967841
160,Zbtb16,Gm36955,0.029276322881957938
16,Cdc5l,Pln,0.02927179813845248
78,Mbd4,A230001M10Rik,0.029250940900365917
99,Nr1d2,Rgs16,0.029245368842353167
77,Mafb,Specc1,0.029243438742739117
70,Klf4,Tctex1d4,0.029238935503425732
33,Egr1,Zfp551,0.0292381742448621
160,Zbtb16,4732416N19Rik,0.029171750072124723
53,Gsx1,Kcnk13,0.029170178176431274
126,Setdb1,Ascc3,0.029168758443653638
98,Nr1d1,Tapbp,0.029165100897985633
16,Cdc5l,Gm15937,0.029141114986464975
146,Tcf7,Hsp90aa1,0.029132865970337377
9,Atf3,Ppfibp1,0.029128108479114585
78,Mbd4,Mphosph10,0.029127115355086625
111,Pou3f2,Dusp1,0.029107159985192633
215,Zkscan14,Smc2,0.02909768741276406
20,Creb1,Tacc3,0.029069637334910723
26,Dbp,Slc1a2,0.029057755647869145
197,Zfp867,Bex2,0.02903748491504447
33,Egr1,Nexn,0.0290350717713267
158,Tulp3,5930430L01Rik,0.029029336029537747
126,Setdb1,Fam189a2,0.029027662221090694
126,Setdb1,Zc3h6,0.029017773394372445
126,Setdb1,Gm14946,0.02898769042076631
215,Zkscan14,3110035E14Rik,0.028980385840420796
157,Tub,Cldn5,0.028945905244784912
98,Nr1d1,Gab2,0.028933601584941723
162,Zbtb4,Pkd1l3,0.02891829431862679
203,Zfp930,Dtd2,0.028913584267958977
44,Fosb,Tmem217,0.028913311632024413
158,Tulp3,Gm17251,0.028900736598688352
150,Thrb,Anln,0.02887489394784119
213,Zfx,Cobl,0.02884618618011817
182,Zfp551,Jun,0.028836025038501877
53,Gsx1,H1f0,0.02883482463466657
44,Fosb,Helz2,0.02883439086349521
162,Zbtb4,Nmnat3,0.028833749514939756
85,Mybl1,Ier2,0.028816065782711477
44,Fosb,Gbp11,0.02880720958796134
78,Mbd4,Rars,0.02879831726586958
109,Pknox2,B3galt5,0.028751517323556235
20,Creb1,Fam98c,0.028737618058937948
13,Bcl6,Smoc1,0.028716337870711442
126,Setdb1,Ccnd1,0.028707930825069644
98,Nr1d1,Gm8925,0.028650296260731758
156,Ttf1,Vim,0.02863939288021204
13,Bcl6,Pdik1l,0.028616723792622006
16,Cdc5l,Gm43242,0.028591808768124227
157,Tub,Net1,0.028576382886969544
89,Myt1l,Eif2b1,0.028569006803708174
9,Atf3,Sdc3,0.02853261332631071
183,Zfp551,Zfp36,0.02849329531294084
72,Klf9,Gm8964,0.02848670725793753
215,Zkscan14,Gm26660,0.028483288358545487
16,Cdc5l,Cdr2,0.028479844209797937
136,Sox6,Zfp867,0.028472998079899833
70,Klf4,Gm2822,0.02847233592601132
70,Klf4,Gm3248,0.02844366472175091
99,Nr1d2,Prss41,0.028408052593908356
16,Cdc5l,Gm13689,0.02840446871360202
53,Gsx1,Neat1,0.02837918210819518
183,Zfp551,Gm15440,0.028365573814762853
172,Zfp292,Otud7a,0.028359176444349085
111,Pou3f2,Mylpf,0.028282493453847795
9,Atf3,Tulp3,0.028281044939830295
62,Ikzf2,Gm20492,0.028279523930745575
9,Atf3,Zfyve16,0.028276114908000527
50,Gm14418,Atg14,0.028264723604167007
150,Thrb,Clmn,0.028262480048695388
156,Ttf1,Tmem220,0.028248093750750256
53,Gsx1,Dusp1,0.02824703837230173
149,Tef,Gm37034,0.028226857857588047
71,Klf9,Irx1,0.028174413036940474
98,Nr1d1,RP23-226C6.3,0.028161481436511707
127,Setdb2,A230001M10Rik,0.028158035666759854
43,Fos,Ifitm2,0.028092204639656823
77,Mafb,Dusp1,0.028041739986588793
183,Zfp551,Ttc3,0.028002925605383297
33,Egr1,Smoc1,0.027996750135915988
172,Zfp292,Gm26672,0.027994454601773397
109,Pknox2,Cadm1,0.027985767200565993
85,Mybl1,Ahsa2,0.027962021916533353
62,Ikzf2,Gm14946,0.02795114868393353
26,Dbp,Tank,0.02794137177205919
85,Mybl1,Nr4a1,0.027892134433971313
215,Zkscan14,Tcp11l1,0.02787422599536527
71,Klf6,Gm26728,0.02784392881637554
20,Creb1,B230206L02Rik,0.02784328321823704
16,Cdc5l,Hmmr,0.02780699879457584
33,Egr1,Pcdhb21,0.027766531173302657
99,Nr1d2,Prkcd,0.027765920523945855
156,Ttf1,Heca,0.02769380076256912
94,Nkx2-2,Ptprb,0.02766981931680073
28,Dlx1,Trio,0.027665688272857557
162,Zbtb4,Vsig10l,0.0276302719969385
70,Klf4,Vstm4,0.027629652797264048
27,Ddit3,Gm8925,0.027618849660612857
20,Creb1,Tnfrsf11a,0.027614759039798556
9,Atf3,Fam84b,0.027572497670250568
175,Zfp318,Teddm2,0.027549807559679156
172,Zfp292,Nlrc4,0.02754239084265648
72,Klf9,Rpl17-ps1,0.02753653570451812
162,Zbtb4,Otud7a,0.027506273884521985
103,Nr4a1,Mafb,0.02749925816342755
26,Dbp,A930004D18Rik,0.02749645072872545
197,Zfp867,Chd3,0.02746233688450344
213,Zfx,Rinl,0.027461044087619173
109,Pknox2,Cenpq,0.02737826301897769
182,Zfp551,Klf6,0.027357960311343542
62,Ikzf2,Kank3,0.02735114944309458
9,Atf3,Rgs16,0.027333351110754665
86,Mycl,Esf1,0.027310090249502292
33,Egr1,Gm42731,0.0273075180441312
99,Nr1d2,Gm44750,0.027262191517197946
162,Zbtb4,Fam98c,0.027232826372188896
197,Zfp867,Btg2,0.027223280730719297
157,Tub,Esf1,0.02722236784953303
110,Pou3f2,Klf4,0.027205032833244276
183,Zfp551,Taf7,0.02711432345518998
213,Zfx,Vcl,0.027101407217222043
62,Ikzf2,Fam81a,0.02709637675455529
183,Zfp551,Neu4,0.02709322957864749
111,Pou3f2,Abca1,0.027086618168992826
149,Tef,Cyyr1,0.02705519004113329
53,Gsx1,Rfc3,0.027030779326320493
175,Zfp318,Nbn,0.02703044002329245
9,Atf3,Zfp930,0.026998627361464737
104,Nr4a1,Gm9812,0.026951684473817624
175,Zfp318,Slc25a20,0.026926425499112644
98,Nr1d1,Zfp318,0.02692363755136316
99,Nr1d2,Rapgef3os2,0.026905767410837975
43,Fos,Pank1,0.026886027535489194
62,Ikzf2,Tnfaip1,0.026879000246651786
21,Csrnp3,Srgap3,0.026855037231004457
9,Atf3,Gm44067,0.026846998957366475
33,Egr1,Tnfrsf13c,0.026820905773734475
50,Gm14418,Tubb4b,0.02681169446950681
28,Dlx1,Sbno1,0.02680318836916643
20,Creb1,Hpgds,0.026792122661905046
76,Mafb,Fos,0.02678697960231256
215,Zkscan14,Sass6,0.026764181848043724
157,Tulp3,Mybl1,0.026748889952061226
16,Cdc5l,Nexn,0.026743706782038586
162,Zbtb4,Ccdc88b,0.026741652290095484
150,Thrb,Gm42500,0.026733420149277386
70,Klf4,Abca1,0.026727545729973122
127,Setdb2,Pcdhb13,0.026724999938117416
203,Zfp930,RP23-226C6.3,0.026718002335618017
68,Junb,0610009L18Rik,0.02666371283638096
149,Tef,Gab2,0.026659162186926343
20,Creb1,Pole,0.02664964542854969
85,Mybl1,Golga4,0.026640078121113752
136,Sox6,Crls1,0.026636835566878306
149,Tef,Lmo1,0.026621031543903866
26,Dbp,Npas3,0.026615932747246406
43,Fos,Ccdc73,0.02661215075664199
180,Zfp449,Dtd2,0.026582224711137074
149,Tef,Nat14,0.026568792079748646
96,Npas3,Cep295,0.0265587483810639
70,Klf4,Adgrb3,0.026543999948751056
158,Tulp3,Gm7467,0.026542097152635186
72,Klf9,Adcy1,0.02651900499427477
104,Nr4a1,Rgs16,0.026435992155628377
86,Mycl,Cdr2,0.026424469693748526
71,Klf6,Zfp930,0.026341454822274082
20,Creb1,Pln,0.026326507274933103
215,Zkscan14,A230009B12Rik,0.026314969443428256
27,Ddit3,Ggt5,0.026305987877902247
215,Zkscan14,mt-Rnr2,0.026301832579350655
111,Pou3f2,Kcnj16,0.02628186965792797
135,Sox6,Csrnp3,0.026275835834990817
26,Dbp,Upf2,0.026236262388718984
27,Ddit3,Gm26660,0.026227430181692886
202,Zfp930,Gsx1,0.02620459033645497
85,Mybl1,Ptpre,0.026185962359239447
162,Zbtb4,Adcy1,0.026115221429390538
94,Nkx2-2,Fam189a2,0.026067586068679694
98,Nr1d1,Zc3h6,0.026046354045951906
172,Zfp292,6330418K02Rik,0.026036177925556417
98,Nr1d1,Ube2d-ps,0.026021229574572372
215,Zkscan14,Tubb2b,0.026014339994933043
183,Zfp551,Slc38a2,0.025988716261008148
20,Creb1,Mbd4,0.025966182196882986
96,Npas3,Vcl,0.025960353670729526
160,Zbtb16,Gm27217,0.02592447177496246
13,Bcl6,Gm5384,0.02590765407233138
27,Ddit3,Gm43242,0.025888132679450324
94,Nkx2-2,Rarres2,0.02585582466203945
21,Csrnp3,Eif2b1,0.025848780345302608
162,Zbtb4,2900076G11Rik,0.025817634643345064
153,Tsc22d1,Gm14418,0.02580314515990664
183,Zfp551,Cd59a,0.025783380911316447
68,Junb,Tha1,0.025777241031991065
162,Zbtb4,5930430L01Rik,0.02575011425963641
13,Bcl6,Fam107a,0.025742117125956136
66,Irx1,Ceacam1,0.025733207875874766
156,Ttf1,Spry1,0.02572908982106336
13,Bcl6,Ilf3,0.025708064999466446
98,Nr1d1,Gm25411,0.02570033761872783
33,Egr1,Mt3,0.025700210635580062
89,Myt1l,Osbpl7,0.025693549722934063
62,Ikzf2,Tacc3,0.02569107211748872
157,Tub,Gm26827,0.025677874389279366
89,Myt1l,Fbn2,0.02566932540241818
78,Mbd4,0610009L18Rik,0.02566028255248557
127,Setdb2,Plin4,0.025644291766834304
85,Mybl1,Tma16,0.025640557557784893
70,Klf4,Kcnj16,0.025622284023645615
104,Nr4a1,Gm5384,0.02561488579725758
109,Pknox2,Dtd2,0.025600210647691128
28,Dlx1,Atp1a2,0.025593847657666424
213,Zfx,Gab2,0.025584750392008256
150,Thrb,Neu4,0.025584389862247956
85,Mybl1,Gatsl2,0.025579518027271122
146,Tcf7,Tnfaip6,0.02556018784862543
53,Gsx1,Gm37034,0.025533774632900377
50,Gm14418,Tsc22d1,0.025532947901757443
89,Myt1l,Hspa1b,0.025503673109097576
175,Zfp318,Cdh18,0.02549730116417109
28,Dlx1,Ccdc88a,0.02548286133202626
68,Junb,4632415L05Rik,0.025478164700283384
215,Zkscan14,B230206L02Rik,0.025473864498031466
89,Myt1l,Gm5547,0.0254606476917502
72,Klf9,Atg14,0.025448697758246167
98,Nr1d1,Cep83,0.02543939760544993
197,Zfp867,Spry1,0.025403602020275643
9,Atf3,Hspb1,0.025377855228948348
53,Gsx1,Ankrd6,0.025376184363435902
20,Creb1,Gm10636,0.025346358290765845
158,Tulp3,Slc35f1,0.025308582962727998
111,Pou3f2,Gm44679,0.02529565791372309
16,Cdc5l,Spef2,0.02528851161685963
77,Mafb,Bod1l,0.025273469281988876
85,Mybl1,AC149090.1,0.025258955304656067
98,Nr1d2,Dlx1,0.025253732630312616
62,Ikzf2,Atp10b,0.02524819803268863
33,Egr1,Tha1,0.025231249782620167
13,Bcl6,Akap7,0.025221234975315622
26,Dbp,Itpr1,0.025214966648859735
21,Csrnp3,Bricd5,0.025214156122431507
154,Tsc22d1,Mtcl1,0.025213283922351493
96,Npas3,Tank,0.02521137488904104
160,Zbtb16,6330418K02Rik,0.02520369464065076
86,Mycl,Vsig10l,0.025196443644480118
213,Zfx,Bmpr1a,0.02517967872582494
84,Mybl1,Ikzf2,0.02515404191744892
94,Nkx2-2,Grk5,0.025119945586281296
85,Mybl1,Galnt7,0.025118184463632183
27,Ddit3,Kank3,0.025105128896566277
53,Gsx1,Kcnd2,0.025037418791862536
196,Zfp867,Fosb,0.025018657525806627
160,Zbtb16,Sdc3,0.02501515976613629
53,Gsx1,Hsph1,0.025014730857531666
70,Klf4,Brinp1,0.025013449143037544
175,Zfp318,Gm26827,0.025005382463643984
126,Setdb1,Frat2,0.024992841641940093
149,Thrb,Klf9,0.02496615327901302
157,Tub,Gm44750,0.02496196362002282
50,Gm14418,Glul,0.024957537499973984
99,Nr1d2,Tha1,0.02495602008961456
13,Bcl6,Smyd5,0.0249336867927479
162,Zbtb4,Pln,0.02493165757203228
89,Myt1l,Mllt3,0.024894595778409915
78,Mbd4,Aldoc,0.0248795359010165
126,Setdb1,1700096K18Rik,0.024877056921272175
27,Ddit3,Ciart,0.0248755712855676
160,Zbtb16,Erich3,0.024874884561328497
21,Csrnp3,Tma16,0.024871332654178187
33,Egr1,Kank3,0.02487116304410822
68,Junb,Nipsnap1,0.02486476595508318
213,Zfx,Nipsnap1,0.024834042201444455
71,Klf6,3222401L13Rik,0.024779232477434618
156,Ttf1,Nmnat3,0.024778817002139717
158,Tulp3,Aprt,0.024770447657972216
85,Mybl1,Ophn1,0.024752439061905804
157,Tub,Fmn1,0.024750163181363333
99,Nr1d2,Gm7467,0.02473173437540475
27,Ddit3,Zfp867,0.02472837789265359
127,Setdb2,Zbtb16,0.024711324839830153
77,Mafb,Meg3,0.02470111376768696
13,Bcl6,Nme5,0.02469068647643776
20,Creb1,Tnfrsf13c,0.02466899187350638
126,Setdb1,Arrb1,0.024658569663890833
21,Csrnp3,Crnde,0.024619314493157816
21,Csrnp3,Trh,0.02461808116837721
104,Nr4a1,Net1,0.024617077636852447
111,Pou3f2,Cers4,0.024607369206745815
157,Tub,Ntpcr,0.024597999675494177
196,Zfp867,Nkx2-2,0.024590056048478585
68,Junb,Pcdhb13,0.02456572904778189
136,Sox6,Fam83d,0.024561135743644852
33,Egr1,Gm38266,0.0245420178989241
68,Junb,Gm36955,0.02453649663688109
149,Tef,Myct1,0.024417750819539983
43,Fos,Gm26668,0.024412163143459446
215,Zkscan14,Myo10,0.024393767769745778
72,Klf9,Prkcd,0.02436992815198573
149,Tef,Cbln4,0.024367052052445166
109,Pknox2,Sepp1,0.02436188469571504
85,Mycl,Gm14418,0.02434299701748014
180,Zfp449,Cry2,0.024308487177766888
16,Cdc5l,Gm17807,0.024307591028622046
20,Creb1,Gm44067,0.02428716823957714
104,Nr4a1,Zfp449,0.024277862114025002
215,Zkscan14,Susd4,0.024276953057652866
50,Gm14418,Hspa5,0.02424325381258031
89,Myt1l,Sh3kbp1,0.024241360561343402
172,Zfp292,Arhgap12,0.024219866118784482
136,Sox6,Rpl17-ps1,0.024214483378439382
156,Ttf1,Lsg1,0.024210765898630405
20,Creb1,Prss41,0.02420480030243199
136,Sox6,Trim56,0.024185767453290454
53,Gsx1,Btg2,0.0241857287446932
86,Mycl,Rpl17-ps1,0.024177764715340763
149,Tef,Fam84b,0.024156196693134475
109,Pknox2,Fam107a,0.024142371919149305
78,Mbd4,Bmpr1a,0.02414143824097973
150,Thrb,Rab3ip,0.024096432211416923
197,Zfp867,Taok3,0.024088090705372742
71,Klf6,Pcdhb13,0.024080368407190102
160,Zbtb16,Slc25a20,0.024036492391544723
162,Zbtb4,Tacc3,0.024031812328196584
43,Fos,Mafb,0.024010863947314567
70,Klf4,Vsig10l,0.023991419954295937
9,Atf3,Hpgds,0.023973347374372293
197,Zfp867,Taf7,0.023942005734039217
183,Zfp551,RP23-441D24.1,0.02392072460924627
157,Tub,Tulp3,0.023897120506639186
20,Creb1,Wdr74,0.02389076345838233
26,Dbp,Kcnab1,0.023880484436104337
72,Klf9,Gm6373,0.023854948828951304
162,Zbtb4,Urgcp,0.023828394978463677
158,Tulp3,Vipr2,0.02379824234577198
20,Creb1,Arrb1,0.02378858709221163
203,Zfp930,C920006O11Rik,0.02376641215825523
66,Irx1,Rgs16,0.02375147855690147
175,Zfp318,Sdc3,0.023723808121471242
203,Zfp930,Rian,0.023722267693460405
50,Gm14418,Lrrc42,0.023712072774976445
77,Mafb,Zkscan14,0.0236876519706347
78,Mbd4,Ascc3,0.02368678938525677
180,Zfp449,1700096K18Rik,0.023616861540712016
172,Zfp292,Gm43242,0.023606001530981465
71,Klf6,Zkscan14,0.0235814337830127
180,Zfp449,Ier2,0.02354740108229692
183,Zfp551,Sdc3,0.023454814416357182
50,Gm14418,Traf4,0.023402886749940746
67,Jun,Pkd1l3,0.023382463544677982
9,Atf3,Gm15706,0.023381478678026393
26,Dbp,Hrasls,0.023369620384000773
213,Zfx,Sowaha,0.023353512926482693
76,Mafb,Ddit3,0.02334349719322857
13,Bcl6,Klf4,0.023337423485336947
16,Cdc5l,Fam81a,0.023336037131246518
33,Egr1,Crnde,0.02333584831540017
20,Creb1,Gm26660,0.02333055649104482
149,Tef,Adgrb3,0.02330997785592463
197,Zfp867,Bmpr1a,0.023295011483757965
111,Pou3f2,Fam107a,0.023279301836157236
89,Myt1l,Slc25a20,0.02324747569038836
98,Nr1d1,Brinp2,0.023210031751775884
104,Nr4a1,Nrap,0.023200561313507923
213,Zfx,Heca,0.02319811914494059
68,Junb,Idua,0.023164541463715067
98,Nr1d1,Akap17b,0.023159496203924986
197,Zfp867,Dnajb1,0.02314890895349157
20,Creb1,Enc1,0.02314330468962815
158,Tulp3,Cnpy4,0.02312874262522298
77,Mafb,Ahsa2,0.02312439439465931
172,Zfp292,Bst2,0.023123755128708817
16,Cdc5l,Avil,0.02309957135202661
27,Ddit3,Kcnd3os,0.023030791744820877
127,Setdb2,Gm37034,0.023023312296610792
70,Klf4,Anxa9,0.02301652884593283
77,Mbd4,Csrnp3,0.02301001000494411
9,Atf3,Gm7467,0.023004933620630098
20,Creb1,Gm5384,0.02300472945391902
215,Zkscan14,Rab3ip,0.022995450989819626
62,Ikzf2,Urgcp,0.022980564022779155
175,Zfp318,Gm25411,0.022915398223989296
44,Fosb,Dlc1,0.022900488269266123
94,Nkx2-2,Fam19a1,0.022852074074321355
68,Junb,Flnc,0.02284851225151651
9,Atf3,Syt16,0.022844706718153356
203,Zfp930,Igsf9b,0.02282470799215088
158,Tulp3,Dek,0.022819340581183272
89,Myt1l,Cep162,0.022798886066204192
104,Nr4a1,Gm26660,0.022792108062937147
127,Setdb2,Pank1,0.02278366340071263
162,Zbtb4,Sfmbt1,0.022764123961319004
156,Ttf1,C920006O11Rik,0.022716087012275534
20,Creb1,Hexdc,0.022712185807079666
20,Creb1,A730011C13Rik,0.02271033486786254
162,Zbtb4,Zfp930,0.02268978868372047
160,Zbtb16,Heca,0.022681495352976384
158,Tulp3,Cry2,0.022657353553946737
127,Setdb2,Arrb1,0.0225924566164577
62,Ikzf2,Clic1,0.02258099895091687
104,Nr4a1,Pou3f2,0.022574028919685185
96,Npas3,Tigd2,0.022548962590362185
104,Nr4a1,Nppc,0.022537495240961564
44,Fosb,Arrb1,0.022496834855982206
197,Zfp867,Rarres2,0.022488524954389064
98,Nr1d1,Sdccag8,0.02247633778877204
43,Fos,Gm3248,0.022456442072007858
68,Junb,Ifitm2,0.022367199690100814
126,Setdb1,Slc6a11,0.02233643052882317
98,Nr1d1,Cdh18,0.022325914983108805
68,Junb,9430021M05Rik,0.022314654149607396
89,Myt1l,Ccdc73,0.022288235894727712
96,Npas3,Arrb1,0.022286804732825707
43,Fos,Helz2,0.022282368646426146
156,Ttf1,RP23-226C6.3,0.022281020157501323
71,Klf6,Ston1,0.02225551205318218
98,Nr1d1,Trh,0.022247387666908095
146,Tcf7,RP24-163K4.1,0.022247356031804402
104,Nr4a1,Kcnd3os,0.022246105362087095
62,Ikzf2,Vav2,0.02224375726443077
172,Zfp292,Prkcd,0.022188905913579297
136,Sox6,Fcer1g,0.02217765404414192
85,Mybl1,Sdccag8,0.022167554200401614
71,Klf6,Gm43860,0.02214536115131597
28,Dlx1,Arhgef6,0.022124502208099875
103,Nr4a1,Gm14418,0.022120948112678958
26,Dbp,Taf7,0.022110400464852794
98,Nr1d1,Slc25a20,0.022089948113394497
154,Tsc22d1,RP23-459B8.2,0.02208565875825472
89,Myt1l,Rbm11,0.022073974827826085
157,Tub,Map3k5,0.022056809599742693
203,Zfp930,Fam189a2,0.02205321131645882
136,Sox6,RP23-389K5.5,0.022044796960240462
89,Myt1l,Smoc1,0.0220295167059756
86,Mycl,Slc2a5,0.022021102188683216
21,Csrnp3,Cenpq,0.022016389723248223
71,Klf6,Gm43242,0.022006145934523724
175,Zfp318,Tnfrsf11a,0.021963918632382704
98,Nr1d1,Tmem220,0.02195505859399964
43,Fos,Abca1,0.0219538028731608
180,Zfp449,Kcnd2,0.021948499571297873
86,Mycl,Trh,0.02193456595231746
